calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,General_category
113,2.5,0.00,79,124.00,0.00,0.00,0.00,5.696,0.935,0.255,0.062,43.00,13.00,0.00,0.00,0.00,0.00,2.05,0.440,0.00,13.00,0.12,0.12,0.00,11.00,0.092,1.04,25.00,0.014,176.00,226.00,22.4,2.59,21.28,1.151,1.205,1.702,0.201,2.886,0.908,0.577,0.00,0.610,1.475,1.756,0.556,0.686,1.150,0.843,0.773,0.227,0.632,0.680,0.15,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.10,2.50,0.00,0.00,0.00,79.00,0.00,1.03,0.00,0.00,76.01,animal food product
423,9.5,2.4,0.00,665.00,3.9,91.00,63.00,2.425,0.233,0.180,0.280,0.00,0.00,0.00,0.00,0.00,1.00,0.04,0.018,0.00,0.00,0.08,0.08,4.1,77.00,0.056,1.36,9.00,0.278,277.00,72.00,2.7,0.25,3.90,0.119,0.146,0.184,0.075,1.194,0.122,0.083,0.00,0.162,0.284,0.165,0.071,0.183,0.421,0.204,0.119,0.055,0.123,0.185,80.90,0.7,48.95,0.00,0.00,0.00,0.00,0.00,0.00,9.50,2.390,4.093,1.244,0.00,0.00,2.20,0.00,0.00,3.50,food product component
382,9.4,2.4,3,750.00,0.00,36.00,0.00,4.100,0.00,0.080,0.570,431.00,129.00,0.00,0.00,0.00,0.00,0.00,0.360,0.00,0.00,0.00,0.00,0.00,81.00,0.00,1.80,52.00,0.00,120.00,569.00,0.00,0.40,6.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.70,9.2,4.30,0.00,0.00,0.00,0.00,0.00,0.00,9.40,2.400,1.800,4.100,3.00,0.00,0.00,0.00,0.00,2.80,plant food product
27,0.2,0.00,0.00,297.00,0.00,3.00,0.00,0.427,0.203,0.037,0.027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.101,3.6,0.00,0.00,0.00,0.00,26.00,0.043,0.43,12.00,0.096,66.00,173.00,0.4,0.20,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,92.30,animal food product
33,0.7,0.00,0.00,252.00,38.4,16.00,0.00,0.575,0.218,0.106,0.040,7600.00,380.00,68.00,4513.00,26.00,6197.00,0.00,0.128,18.2,0.00,0.88,0.88,406.6,141.00,0.051,1.13,21.00,0.510,32.00,117.00,0.5,0.23,2.71,0.090,0.108,0.161,0.022,0.176,0.081,0.040,0.00,0.086,0.130,0.101,0.028,0.075,0.090,0.067,0.074,0.027,0.056,0.104,5.65,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.047,0.026,0.173,0.00,0.00,0.73,0.00,0.00,90.18,animal food product
54,0.7,0.00,0.00,14.00,0.00,0.00,0.00,0.047,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.017,0.00,0.00,0.24,0.24,0.00,18.00,0.002,0.01,3.00,0.010,15.00,34.00,0.4,0.06,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.52,0.00,9.36,1.55,0.00,1.64,0.00,0.00,6.17,0.71,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,87.10,processed food product
362,3.5,1.8,9,1193.00,67.9,175.00,92.00,5.263,0.00,0.671,0.263,25.00,6.00,0.00,3.00,0.00,72.00,0.56,0.397,2.1,0.00,0.50,0.50,20.5,140.00,0.189,4.74,88.00,0.00,369.00,351.00,24.8,1.45,8.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.88,1.8,5.26,0.00,0.00,0.00,0.00,0.00,0.00,3.51,1.754,0.750,0.667,9.00,0.00,5.10,0.00,0.00,8.74,food product component
381,4.1,0.8,4,1532.00,0.00,80.00,0.00,3.840,0.00,0.290,0.390,107.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.3,0.00,0.00,0.00,0.00,63.00,0.00,4.32,0.00,0.00,129.00,267.00,0.00,0.00,12.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.10,2.5,10.10,0.00,0.00,0.00,0.00,0.00,0.00,4.10,0.800,0.00,0.00,4.00,0.00,4.80,0.00,0.00,5.30,food product component
184,7.5,1.6,57,53.00,0.00,9.00,0.00,7.779,0.834,0.159,0.115,108.00,32.00,0.00,0.00,0.00,0.00,4.48,0.556,1.0,0.00,0.00,0.00,0.00,46.00,0.065,0.71,35.00,0.018,298.00,455.00,46.2,0.52,27.36,1.655,1.637,2.802,0.293,4.085,1.313,0.806,0.00,1.261,2.224,2.513,0.810,1.068,0.968,1.116,1.200,0.306,0.924,1.410,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,1.595,2.702,2.521,57.00,0.00,1.53,0.00,0.00,65.39,animal food product
62,0.2,0.00,0.00,1.00,3.2,3.00,0.00,0.103,0.164,0.043,0.018,41.00,2.00,0.00,22.00,6.00,43.00,0.00,0.042,13.9,0.00,0.27,0.27,8.8,5.00,0.057,0.40,3.00,0.00,7.00,65.00,0.4,0.04,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.60,1.8,8.83,4.84,0.00,3.58,0.00,0.00,0.41,0.20,0.024,0.019,0.073,0.00,0.00,0.19,0.00,0.00,82.80,plant food product
448,18,9.6,0.00,282.00,0.00,21.00,0.00,1.101,0.480,0.163,0.231,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.103,0.00,0.00,0.00,0.00,0.00,101.00,0.280,2.44,72.00,1.260,220.00,362.00,15.7,1.30,7.60,0.385,0.586,0.650,0.173,1.646,0.381,0.183,0.00,0.305,0.565,0.301,0.141,0.394,0.414,0.335,0.257,0.108,0.255,0.411,66.40,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.80,9.570,2.840,3.210,0.00,0.00,1.80,0.00,0.00,6.40,food product by consumer group
41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.9,0.11,0.00,0.00,92.77,multi-component food product
178,8.2,1.9,63,52.00,0.00,14.00,0.00,7.393,1.273,0.113,0.100,197.00,59.00,0.00,0.00,0.00,0.00,3.17,0.568,1.5,0.00,0.00,0.00,0.00,12.00,0.089,0.39,34.00,0.021,332.00,460.00,14.1,0.47,24.30,1.470,1.454,2.488,0.260,3.627,1.166,0.715,0.00,1.120,1.975,2.232,0.719,0.949,0.859,0.991,1.065,0.272,0.820,1.252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.23,1.944,3.618,1.963,63.00,0.00,1.40,0.00,0.00,67.00,animal food product
325,7.6,1,0.00,51.00,32.0,2340.00,0.00,40.200,13.500,4.000,10.990,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.500,0.3,0.00,0.00,0.00,0.4,30.00,0.436,2.17,54.00,0.312,637.00,955.00,7.9,7.94,40.44,2.320,2.030,4.150,0.500,6.470,1.930,0.910,0.00,1.890,2.920,3.280,0.590,1.750,1.650,1.980,1.990,0.540,1.130,2.310,41.22,26.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.61,1.001,4.309,0.017,0.00,0.00,5.65,0.00,0.00,5.08,fungus food product
45,1.2,0.8,4,265.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.76,0.4,4.90,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.816,0.00,0.00,4.00,0.00,1.00,0.00,0.00,89.80,plant food product
460,16,4.9,0.00,317.00,31.3,9.00,0.00,2.263,0.052,0.028,0.031,5.00,1.00,0.00,2.00,0.00,4.00,0.45,0.055,0.6,0.00,0.00,0.00,1.5,271.00,0.435,0.00,68.00,0.445,251.00,1033.00,6.2,0.96,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.04,1.9,58.20,0.00,0.00,0.00,0.00,0.00,0.00,15.87,4.934,8.934,1.053,0.00,0.00,3.10,360.00,294.00,1.70,animal food product
263,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.004,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.00,37.9,0.00,0.00,0.00,62.10,multi-component food product
342,2,0.3,0.00,2.00,23.1,78.00,0.00,4.900,0.915,0.300,0.400,0.00,0.00,0.00,0.00,0.00,227.00,0.00,0.391,0.00,0.00,1.31,1.31,2.4,40.00,0.458,3.39,122.00,3.200,379.00,389.00,70.7,2.66,11.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.20,9.5,0.42,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.300,0.283,1.008,0.00,0.00,1.60,0.00,0.00,9.90,plant food product
475,24,4.4,31,518.00,0.00,55.00,37.00,3.514,0.345,0.210,0.222,647.00,137.00,0.00,138.00,0.00,0.00,0.09,0.084,0.1,0.00,0.00,0.00,0.00,39.00,0.183,2.23,39.00,0.570,116.00,231.00,14.8,0.82,9.00,0.344,0.734,0.799,0.151,2.223,0.425,0.216,0.00,0.338,0.623,0.321,0.149,0.460,0.643,0.469,0.299,0.099,0.332,0.395,58.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.80,4.438,10.832,7.223,31.00,0.00,2.00,0.00,0.00,5.90,plant food product
287,17,3.1,89,1050.00,0.00,0.00,0.00,0.870,0.00,0.085,0.110,5.00,1.00,0.00,0.00,0.00,0.00,0.69,0.066,0.00,0.00,1.88,1.88,0.00,43.00,0.107,1.53,19.00,0.408,210.00,86.00,0.00,0.80,12.62,0.613,0.804,1.058,0.169,2.549,0.539,0.233,0.00,0.518,0.941,0.730,0.296,0.539,0.687,0.508,0.402,0.148,0.338,0.560,21.40,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.77,3.064,3.787,8.519,89.00,0.00,3.13,0.00,0.00,46.08,multi-component food product
53,2.4,1,3,18.00,6.3,25.00,0.00,0.660,0.00,0.040,0.030,0.00,0.00,0.00,0.00,0.00,1.00,0.10,0.010,0.00,0.00,0.06,0.06,0.00,6.00,0.100,0.70,2.00,0.00,30.00,81.00,0.6,1.00,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.16,0.3,0.01,0.00,0.00,0.00,0.00,0.00,0.00,2.40,1.003,1.068,0.095,3.00,0.00,0.14,0.00,0.00,87.50,animal food product
215,4.6,0.5,12,331.00,14.7,9.00,0.00,1.550,0.00,0.040,0.070,1.00,0.00,0.00,1.00,0.00,39.00,2.83,0.075,0.3,0.00,0.42,0.42,4.3,39.00,0.109,0.70,34.00,0.925,306.00,127.00,0.4,0.55,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.32,1.5,4.06,0.43,0.00,0.34,0.00,0.00,3.29,4.55,0.480,2.376,1.241,12.00,0.00,1.58,0.00,0.00,50.24,animal food product
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.030,0.00,0.058,0.007,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.005,0.00,0.00,0.00,0.00,0.00,0.00,0.005,0.00,1.00,0.00,0.00,15.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,99.93,plant food product
253,11,4.7,53,997.00,0.00,0.00,0.00,8.690,1.100,0.130,0.117,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.426,0.00,0.00,0.00,0.00,0.00,12.00,0.071,1.01,28.00,0.222,276.00,289.00,18.9,0.60,19.61,1.012,1.097,1.647,0.262,3.562,0.777,0.630,0.00,0.809,1.469,1.389,0.475,0.787,0.992,0.767,0.780,0.235,0.512,0.857,18.52,1.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.20,4.743,5.321,1.112,53.00,0.00,3.56,0.00,0.00,47.11,animal food product
265,0.1,0.00,0.00,61.00,0.00,0.00,0.00,0.003,0.008,0.017,0.005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,0.00,0.00,0.00,0.00,5.00,0.045,0.07,2.00,0.185,10.00,6.00,0.4,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.60,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.018,0.032,0.050,0.00,0.00,0.20,0.00,0.00,30.10,food product component
47,0.1,0.00,0.00,0.00,4.1,10.00,0.00,0.263,0.134,0.027,0.043,27.00,1.00,1.00,5.00,22.00,59.00,0.00,0.062,32.1,0.00,0.02,0.02,0.1,5.00,0.044,0.35,6.00,0.00,8.00,134.00,0.1,0.03,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.50,0.1,10.03,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.016,0.007,0.027,0.00,0.00,0.40,0.00,0.00,87.60,plant food product
461,17,5.4,0.00,597.00,0.00,59.00,0.00,2.400,0.00,0.210,0.340,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,9.00,0.00,42.00,92.00,0.00,0.30,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.80,2.7,35.80,0.00,0.00,0.00,0.00,0.00,0.00,16.90,5.400,4.000,6.300,0.00,0.00,0.00,0.00,0.00,2.50,food product component
141,3.3,1.3,6,630.00,0.00,2.00,0.00,1.098,0.200,0.056,0.110,331.00,17.00,0.00,0.00,0.00,0.00,0.20,0.050,1.1,0.00,0.00,0.00,0.00,16.00,0.275,1.70,36.00,0.500,159.00,297.00,7.4,0.99,7.68,0.359,0.524,0.782,0.099,1.302,0.371,0.161,0.00,0.324,0.529,0.518,0.103,0.339,0.349,0.330,0.271,0.076,0.238,0.365,20.81,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28,1.310,1.340,0.470,6.00,0.00,2.57,0.00,0.00,65.67,plant food product
194,2.5,0.5,12,628.00,19.2,37.00,28.00,1.711,0.243,0.217,0.211,32.00,10.00,0.00,0.00,0.00,0.00,0.20,0.091,0.2,0.00,0.00,0.00,0.00,126.00,0.094,1.56,20.00,0.272,334.00,175.00,13.5,0.39,5.20,0.223,0.220,0.315,0.096,1.325,0.171,0.126,0.00,0.216,0.444,0.210,0.105,0.255,0.504,0.266,0.186,0.059,0.181,0.258,36.70,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.507,0.881,0.820,12.00,0.00,2.60,0.00,0.00,53.00,food product component
58,0.2,0.00,0.00,0.00,3.5,1.00,0.00,0.104,0.088,0.029,0.012,34.00,2.00,1.00,15.00,9.00,21.00,0.00,0.034,28.9,0.00,0.07,0.07,0.8,5.00,0.053,0.22,4.00,0.00,8.00,72.00,0.3,0.03,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.40,2.1,12.96,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.032,0.008,0.063,0.00,0.00,0.20,0.00,0.00,84.00,plant food product
83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.2,0.29,0.00,0.00,86.38,multi-component food product
372,0.2,0.00,0.00,103.00,0.00,0.00,0.00,0.760,0.006,0.001,0.009,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.124,0.00,0.00,0.00,0.00,0.00,32.00,0.060,4.60,5.00,0.063,7.00,104.00,1.5,0.08,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.30,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.030,0.060,0.068,0.00,0.00,1.90,0.00,0.00,2.90,food product component
112,2.8,1.5,49,87.00,13.5,8.00,0.00,0.135,0.683,0.235,0.056,208.00,61.00,0.00,4.00,0.00,0.00,0.58,0.066,0.2,44.00,0.03,0.03,0.2,146.00,0.012,0.33,17.00,0.016,137.00,214.00,4.9,0.61,4.13,0.156,0.156,0.383,0.119,0.878,0.085,0.091,0.000,0.226,0.402,0.301,0.100,0.190,0.393,0.258,0.159,0.052,0.181,0.260,17.61,0.00,4.63,0.01,0.01,0.01,4.59,0.01,0.01,2.83,1.475,0.896,0.201,49.00,0.00,1.00,0.00,0.00,74.44,food product by meal type
315,0.00,0.00,0.00,72.00,118.3,103.00,0.00,10.800,4.530,0.985,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.356,0.00,0.00,0.00,0.00,0.00,118.00,0.550,2.26,272.00,133.000,239.00,6040.00,5.3,1.69,20.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.66,8.5,5.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.00,0.00,16.04,5714.00,71.00,5.09,plant food product
332,1.4,0.3,0.00,35.00,0.00,228.00,0.00,4.039,0.445,0.396,2.089,432.00,22.00,0.00,0.00,0.00,0.00,0.00,0.764,2.4,0.00,0.00,0.00,0.00,474.00,1.172,12.58,716.00,2.129,1587.00,1761.00,0.00,11.61,49.83,2.313,6.732,5.425,1.307,12.476,2.416,1.570,0.00,1.796,3.404,2.529,0.809,3.103,2.125,2.492,1.843,0.752,1.796,2.557,36.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.310,0.221,0.577,0.00,0.00,5.76,0.00,0.00,6.90,plant food product
173,5.7,3.6,16,75.00,11.7,5.00,0.00,0.111,0.414,0.180,0.044,264.00,75.00,0.00,10.00,0.00,0.00,0.38,0.042,0.7,4.00,0.30,0.30,3.6,121.00,0.018,0.48,15.00,0.009,106.00,196.00,2.9,0.40,3.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.79,0.9,5.65,0.00,0.00,0.00,0.00,0.00,0.00,5.74,3.610,0.930,0.527,16.00,0.00,0.94,0.00,5.00,62.99,food product by meal type
29,0.1,0.00,0.00,257.00,13.2,12.00,0.00,0.390,0.160,0.020,0.040,35.00,2.00,0.00,21.00,0.00,0.00,0.00,0.154,54.0,0.00,0.52,0.52,0.1,25.00,0.132,0.40,19.00,0.142,45.00,340.00,0.8,0.31,1.80,0.00,0.111,0.00,0.007,0.00,0.00,0.020,0.00,0.083,0.071,0.059,0.014,0.041,0.00,0.00,0.052,0.011,0.00,0.053,6.69,1.1,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.014,0.008,0.053,0.00,0.00,1.10,0.00,0.00,90.30,animal food product
449,50,9.1,0.00,1.00,0.1,0.00,0.00,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.00,0.00,4.61,4.61,98.8,0.00,0.000,0.00,0.00,0.00,0.00,8.00,1.6,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,50.10,9.100,14.800,24.100,0.00,0.00,0.00,0.00,0.00,47.40,food product component
138,10,3.2,387,3663.00,297.0,69.00,0.00,0.077,1.260,0.443,0.060,497.00,149.00,0.00,0.00,9.00,417.00,1.21,0.226,0.00,61.00,0.80,0.80,0.3,55.00,0.064,1.71,9.00,0.033,186.00,128.00,30.4,1.30,10.97,0.607,0.700,1.113,0.240,1.417,0.363,0.273,0.00,0.560,0.940,0.793,0.303,0.577,0.420,0.850,0.483,0.226,0.463,0.673,0.83,0.00,0.07,0.00,0.00,0.07,0.00,0.00,0.00,10.07,3.178,4.000,1.627,387.00,0.00,10.30,0.00,0.00,67.83,animal food product
379,19,5.5,10,231.00,0.00,0.00,0.00,2.493,0.270,0.117,0.190,0.00,0.00,0.00,17.00,3.00,14.00,0.00,0.053,0.00,0.00,0.95,0.95,12.5,14.00,0.079,2.12,15.00,0.265,56.00,103.00,17.5,0.42,5.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.76,2.2,17.00,1.41,0.00,2.29,0.00,0.93,12.37,18.50,5.535,8.543,2.835,10.00,0.00,0.99,0.00,0.00,27.26,plant food product
400,13,5.2,6,334.00,0.00,62.00,0.00,2.130,0.00,0.180,0.340,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,2.32,0.00,0.00,0.00,118.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.92,2.2,31.76,0.00,0.00,0.00,0.00,0.00,0.00,13.26,5.160,4.140,1.100,6.00,0.00,1.48,0.00,0.00,14.99,plant food product
290,21,13,55,1625.00,36.2,7.00,0.00,0.131,0.686,0.431,0.048,653.00,173.00,0.00,55.00,0.00,0.00,0.40,0.117,0.00,16.00,0.19,0.19,1.8,562.00,0.033,0.33,29.00,0.020,875.00,242.00,11.3,2.59,16.41,0.602,0.545,1.103,0.105,3.475,0.311,0.509,0.00,0.833,1.780,1.507,0.538,0.931,2.320,1.037,0.628,0.239,0.890,1.366,8.73,0.00,7.32,0.00,0.00,0.00,0.00,0.00,0.00,21.23,13.327,6.219,0.624,55.00,0.00,5.98,0.00,0.00,47.65,animal food product
538,29,19,18,63.00,36.6,9.00,0.00,0.306,0.375,0.239,0.089,155.00,46.00,0.00,0.00,0.00,5.00,0.60,0.028,0.00,0.00,0.60,0.60,5.8,150.00,0.391,1.88,50.00,0.374,165.00,296.00,3.6,1.83,6.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.15,0.00,57.69,0.00,0.00,0.00,0.00,0.00,0.00,28.85,19.230,5.536,1.091,18.00,0.00,1.41,16.00,163.00,0.18,plant food product
465,53,18,54,581.00,6.5,1.00,0.00,0.010,0.00,0.010,0.000,3577.00,819.00,0.00,610.00,0.00,0.00,0.00,0.000,0.00,0.00,9.20,9.20,61.1,6.00,0.001,0.04,0.00,0.00,10.00,6.00,0.5,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,17.880,20.770,11.150,54.00,0.00,2.30,0.00,0.00,44.70,food product by consumer group
260,9.3,3.9,19,578.00,0.00,77.00,45.00,3.064,0.180,1.225,0.453,295.00,60.00,0.00,69.00,0.00,47.00,0.68,0.122,0.00,0.00,1.14,1.14,7.5,166.00,0.125,1.97,24.00,0.338,203.00,138.00,27.6,1.24,11.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.74,1.9,5.32,1.76,0.10,1.49,0.26,1.28,0.44,9.25,3.871,2.476,1.970,19.00,0.00,2.32,0.00,0.00,44.16,animal food product
589,51,7.9,0.00,6.00,0.00,126.00,0.00,14.338,1.387,0.153,0.090,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.243,0.00,0.00,0.00,0.00,0.00,54.00,0.838,1.65,160.00,1.721,319.00,612.00,7.5,3.08,27.04,1.075,3.234,3.299,0.347,5.651,1.630,0.684,0.00,0.951,1.753,0.971,0.332,1.402,1.194,1.332,0.926,0.263,1.100,1.134,16.30,8.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.24,7.894,23.065,17.772,0.00,0.00,3.29,0.00,0.00,2.12,plant food product
